id,date
08723812,20140513
08723814,20140513
08723816,20140513
08723817,20140513
08723818,20140513
08723821,20140513
08723824,20140513
08723828,20140513
08723830,20140513
08730177,20140520
08730185,20140520
08730187,20140520
08730192,20140520
08736556,20140527
08736561,20140527
08736564,20140527
08736565,20140527
08736567,20140527
08743066,20140603
08743067,20140603
08743070,20140603
08576180,20131105
08576181,20131105
08576183,20131105
08576186,20131105
08581859,20131112
08581861,20131112
08581862,20131112
08581863,20131112
08581866,20131112
08581867,20131112
08581873,20131112
08587529,20131119
08587534,20131119
08587535,20131119
08587536,20131119
08587537,20131119
08587542,20131119
08587544,20131119
08587545,20131119
08593412,20131126
08593415,20131126
08593416,20131126
08599144,20131203
08599145,20131203
08599146,20131203
08599158,20131203
08599160,20131203
08599163,20131203
08605037,20131210
08605045,20131210
08605048,20131210
08605049,20131210
08610683,20131217
08619043,20131231
